ISO 639-3 code	Script	Name	Language Family	Subset	Words	Documents	Disk size
bmu	Latn	Somba-Siawari	Trans-New Guinea	bmu_Latn	299,240	303	590.01KB
chd	Latn	Highland Oaxaca Chontal	Tequistlatecan	chd_Latn	315,788	260	588.63KB
bon	Latn	Bine	Eastern Trans-Fly	bon_Latn	338,070	999	588.03KB
sps	Latn	Saposa	Austronesian	sps_Latn	400,178	653	582.05KB
bin	Latn	Bini	Niger-Congo	bin_Latn	346,339	595	581.43KB
aso	Latn	Dano	Trans-New Guinea	aso_Latn	407,674	256	578.63KB
dop	Latn	Lukpa	Niger-Congo	dop_Latn	316,347	569	576.98KB
dnj	Latn	Dan	Niger-Congo	dnj_Latn	443,235	410	576.68KB
ljp	Latn	Lampung Api	Austronesian	ljp_Latn	300,471	459	575.13KB
noa	Latn	Woun Meu	Chocoan	noa_Latn	219,097	184	574.93KB
umb	Latn	Umbundu	Niger-Congo	umb_Latn	281,649	709	574.01KB
taj	Deva	Eastern Tamang	Sino-Tibetan	taj_Deva	190,688	261	572.53KB
knj	Latn	Western Kanjobal	Mayan	knj_Latn	441,497	460	572.44KB
mwq	Latn	Mün Chin	Sino-Tibetan	mwq_Latn	380,464	576	572.36KB
tac	Latn	Lowland Tarahumara	Uto-Aztecan	tac_Latn	316,585	401	567.46KB
ojb	Cans	Northwestern Ojibwa	Algic	ojb_Cans	144,910	249	565.96KB
myy	Latn	Macuna	Tucanoan	myy_Latn	331,371	331	562.74KB
bno	Latn	Bantoanon	Austronesian	bno_Latn	245,149	746	561.35KB
nij	Latn	Ngaju	Austronesian	nij_Latn	289,450	550	560.86KB
tee	Latn	Huehuetla Tepehua	Totonacan	tee_Latn	305,062	326	558.34KB
rmo	Latn	Sinte Romani	Indo-European	rmo_Latn	344,486	568	555.67KB
ixl	Latn	Ixil	Mayan	ixl_Latn	334,211	315	552.89KB
irk	Latn	Iraqw	Afro-Asiatic	irk_Latn	295,078	439	552.67KB
viv	Latn	Iduna	Austronesian	viv_Latn	341,455	283	548.94KB
wrk	Latn	Garrwa	Australian	wrk_Latn	322,296	966	548.73KB
pir	Latn	Piratapuyo	Tucanoan	pir_Latn	304,380	342	547.61KB
acu	Latn	Achuar-Shiwiar	Jivaroan	acu_Latn	258,762	544	547.38KB
tbc	Latn	Takia	Austronesian	tbc_Latn	354,453	554	544.39KB
gui	Latn	Eastern Bolivian Guaraní	Tupian	gui_Latn	329,049	543	542.98KB
tok	Latn	Toki Pona	Artificial Language	tok_Latn	372,930	1,228	541.73KB
agn	Latn	Agutaynen	Austronesian	agn_Latn	339,099	367	539.92KB
bbr	Latn	Girawa	Trans-New Guinea	bbr_Latn	390,998	513	537.66KB
cnt	Latn	Tepetotutla Chinantec	Otomanguean	cnt_Latn	235,664	311	537.66KB
zty	Latn	Yatee Zapotec	Otomanguean	zty_Latn	421,820	769	536.99KB
sas	Latn	Sasak	Austronesian	sas_Latn	296,875	393	536.11KB
bss	Latn	Akoose	Niger-Congo	bss_Latn	245,011	334	535.91KB
ura	Latn	Urarina	Language isolate	ura_Latn	258,490	448	531.28KB
lee	Latn	Lyélé	Niger-Congo	lee_Latn	322,889	494	528.32KB
nhi	Latn	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	Uto-Aztecan	nhi_Latn	230,213	346	528.31KB
spy	Latn	Sabaot	Nilo-Saharan	spy_Latn	226,452	392	527.68KB
bdd	Latn	Bunama	Austronesian	bdd_Latn	341,204	369	527.56KB
agr	Latn	Aguaruna	Jivaroan	agr_Latn	214,598	342	526.64KB
bjr	Latn	Binumarien	Trans-New Guinea	bjr_Latn	224,110	241	526.51KB
yuj	Latn	Karkar-Yuri	Pauwasi	yuj_Latn	361,624	281	525.71KB
blh	Latn	Kuwaa	Niger-Congo	blh_Latn	300,898	368	522.91KB
abx	Latn	Inabaknon	Austronesian	abx_Latn	316,535	788	522.09KB
gbi	Latn	Galela	West Papuan	gbi_Latn	332,501	352	521.50KB
gux	Latn	Gourmanchéma	Niger-Congo	gux_Latn	339,560	471	521.47KB
tca	Latn	Ticuna	Language isolate	tca_Latn	270,088	316	520.66KB
qvn	Latn	North Junín Quechua	Quechuan	qvn_Latn	199,886	314	518.50KB
txu	Latn	Kayapó	Jean	txu_Latn	345,964	244	518.02KB
xon	Latn	Konkomba	Niger-Congo	xon_Latn	369,845	592	517.74KB
enb	Latn	Markweeta	Nilo-Saharan	enb_Latn	239,755	389	517.30KB
fat	Latn	Fanti	Atlantic-Congo	fat_Latn	258,605	330	512.75KB
kkj	Latn	Kako	Niger-Congo	kkj_Latn	321,596	472	509.70KB
urh	Latn	Urhobo	Niger-Congo	urh_Latn	276,634	515	508.71KB
mlp	Latn	Bargam	Trans-New Guinea	mlp_Latn	319,720	296	507.81KB
mcu	Latn	Cameroon Mambila	Niger-Congo	mcu_Latn	304,415	492	507.75KB
heh	Latn	Hehe	Niger-Congo	heh_Latn	205,296	354	505.82KB
bfd	Latn	Bafut	Niger-Congo	bfd_Latn	278,435	262	505.14KB
gnd	Latn	Zulgo-Gemzek	Afro-Asiatic	gnd_Latn	382,151	238	504.97KB
cwt	Latn	Kuwaataay	Niger-Congo	cwt_Latn	258,535	392	504.75KB
aai	Latn	Arifama-Miniafia	Austronesian	aai_Latn	302,465	424	504.15KB
ntu	Latn	Natügu	Austronesian	ntu_Latn	297,061	427	503.96KB
mco	Latn	Coatlán Mixe	Mixe-Zoquean	mco_Latn	213,689	360	503.08KB
kyc	Latn	Kyaka	Trans-New Guinea	kyc_Latn	268,428	327	502.44KB
bao	Latn	Waimaha	Tucanoan	bao_Latn	294,786	330	502.32KB
lfn	Cyrl	Lingua Franca Nova	Artificial Language	lfn_Cyrl	196,311	257	501.19KB
pag	Latn	Pangasinan	Austronesian	pag_Latn	195,814	828	499.05KB
lid	Latn	Nyindrou	Austronesian	lid_Latn	407,501	267	498.86KB
qvh	Latn	Huamalíes-Dos de Mayo Huánuco Quechua	Quechuan	qvh_Latn	184,909	341	498.76KB
coe	Latn	Koreguaje	Tucanoan	coe_Latn	218,369	316	498.66KB
pri	Latn	Paicî	Austronesian	pri_Latn	287,912	251	497.40KB
nrf	Latn	Jèrriais	Indo-European	nrf_Latn	166,554	454	497.25KB
mif	Latn	Mofu-Gudur	Afro-Asiatic	mif_Latn	370,929	537	496.83KB
lhu	Latn	Lahu	Sino-Tibetan	lhu_Latn	401,886	468	495.35KB
npy	Latn	Napu	Austronesian	npy_Latn	270,386	451	495.08KB
jae	Latn	Yabem	Austronesian	jae_Latn	313,588	331	494.60KB
kwi	Latn	Awa-Cuaiquer	Barbacoan	kwi_Latn	250,516	363	494.30KB
urk	Thai	Urak Lawoi'	Austronesian	urk_Thai	353,658	346	493.22KB
kpr	Latn	Korafe-Yegha	Trans-New Guinea	kpr_Latn	327,528	300	492.59KB
inb	Latn	Inga	Quechuan	inb_Latn	227,901	340	489.44KB
aey	Latn	Amele	Trans-New Guinea	aey_Latn	334,440	293	488.06KB
trn	Latn	Trinitario	Maipurean	trn_Latn	241,532	335	486.92KB
dgz	Latn	Daga	Trans-New Guinea	dgz_Latn	356,127	331	486.14KB
kez	Latn	Kukele	Niger-Congo	kez_Latn	237,477	423	486.06KB
toj	Latn	Tojolabal	Mayan	toj_Latn	261,461	458	485.31KB
tfr	Latn	Teribe	Chibchan	tfr_Latn	310,858	401	485.22KB
gmv	Latn	Gamo	Afro-Asiatic	gmv_Latn	211,995	371	484.03KB
ppk	Latn	Uma	Austronesian	ppk_Latn	361,762	273	482.19KB
mqb	Latn	Mbuko	Afro-Asiatic	mqb_Latn	352,837	337	481.84KB
jbu	Latn	Jukun Takum	Niger-Congo	jbu_Latn	318,645	589	481.82KB
twu	Latn	Termanu	Austronesian	twu_Latn	310,436	294	481.12KB
mop	Latn	Mopán Maya	Mayan	mop_Latn	386,760	325	477.65KB
ayp	Arab	North Mesopotamian Arabic	Afro-Asiatic	ayp_Arab	213,271	89	475.58KB
skr	Arab	Saraiki	Indo-European	skr_Arab	177,863	250	472.30KB
kqp	Latn	Kimré	Afro-Asiatic	kqp_Latn	318,381	518	471.84KB
zpl	Latn	Lachixío Zapotec	Otomanguean	zpl_Latn	290,305	301	469.99KB
smk	Latn	Bolinao	Austronesian	smk_Latn	255,510	318	467.80KB
gde	Latn	Gude	Afro-Asiatic	gde_Latn	277,418	411	466.74KB
aby	Latn	Aneme Wake	Trans-New Guinea	aby_Latn	261,889	759	463.26KB
gbo	Latn	Northern Grebo	Niger-Congo	gbo_Latn	260,437	370	462.33KB
xsi	Latn	Sio	Austronesian	xsi_Latn	376,241	253	461.70KB
nod	Thai	Northern Thai	Kra-Dai	nod_Thai	207,339	462	460.99KB
tsz	Latn	Purepecha	Tarascan	tsz_Latn	178,185	531	458.90KB
pad	Latn	Paumarí	Arauan	pad_Latn	251,989	221	457.68KB
hay	Latn	Haya	Niger-Congo	hay_Latn	169,870	338	457.17KB
kup	Latn	Kunimaipa	Trans-New Guinea	kup_Latn	297,466	206	455.35KB
kpe	Latn	Kpelle	Niger-Congo	kpe_Latn	193,546	314	454.59KB
qvm	Latn	Margos-Yarowilca-Lauricocha Quechua	Quechuan	qvm_Latn	177,403	322	452.88KB
emp	Latn	Northern Emberá	Chocoan	emp_Latn	210,259	308	452.08KB
car	Latn	Galibi Carib	Cariban	car_Latn	231,257	354	451.90KB
mfi	Latn	Wandala	Afro-Asiatic	mfi_Latn	286,273	370	451.31KB
sml	Latn	Central Sama	Austronesian	sml_Latn	243,094	395	451.01KB
bib	Latn	Bissa	Niger-Congo	bib_Latn	309,888	609	450.36KB
qvs	Latn	San Martín Quechua	Quechuan	qvs_Latn	185,506	293	450.15KB
ipi	Latn	Ipili	Trans-New Guinea	ipi_Latn	324,842	241	448.90KB
itv	Latn	Itawit	Austronesian	itv_Latn	293,331	404	447.65KB
ifk	Latn	Tuwali Ifugao	Austronesian	ifk_Latn	260,543	420	447.38KB
sig	Latn	Paasaal	Niger-Congo	sig_Latn	299,747	300	443.98KB
cas	Latn	Tsimané	Mosetenan	cas_Latn	294,006	389	443.42KB
ozm	Latn	Koonzime	Niger-Congo	ozm_Latn	256,704	386	443.20KB
thk	Latn	Tharaka	Niger-Congo	thk_Latn	194,882	339	442.15KB
imo	Latn	Imbongu	Trans-New Guinea	imo_Latn	262,192	529	441.78KB
dyo	Latn	Jola-Fonyi	Niger-Congo	dyo_Latn	195,518	319	441.41KB
yli	Latn	Angguruk Yali	Trans-New Guinea	yli_Latn	249,605	349	441.14KB
mpp	Latn	Migabac	Trans-New Guinea	mpp_Latn	240,554	310	440.73KB
pma	Latn	Paama	Austronesian	pma_Latn	304,515	301	439.59KB
gvl	Latn	Gulay	Nilo-Saharan	gvl_Latn	293,840	311	437.90KB
djr	Latn	Djambarrpuyngu	Australian	djr_Latn	220,842	92	436.86KB
sgw	Ethi	Sebat Bet Gurage	Afro-Asiatic	sgw_Ethi	135,454	253	436.01KB
dww	Latn	Dawawa	Austronesian	dww_Latn	308,520	284	434.75KB
cso	Latn	Sochiapam Chinantec	Otomanguean	cso_Latn	223,170	206	434.60KB
ory	Latn	Odia	Indo-European	ory_Latn	169,176	299	433.83KB
bgr	Latn	Bawm Chin	Sino-Tibetan	bgr_Latn	279,305	433	433.40KB
lam	Latn	Lamba	Niger-Congo	lam_Latn	185,692	321	433.16KB
men	Latn	Mende (Sierra Leone)	Niger-Congo	men_Latn	241,395	410	430.86KB
yml	Latn	Iamalele	Austronesian	yml_Latn	245,249	209	430.19KB
crx	Latn	Carrier	Eyak-Athabaskan	crx_Latn	281,795	239	429.94KB
ntr	Latn	Delo	Niger-Congo	ntr_Latn	285,165	321	428.60KB
ter	Latn	Tereno	Maipurean	ter_Latn	185,673	223	428.48KB
gof	Latn	Gofa	Afro-Asiatic	gof_Latn	186,942	362	428.43KB
mcq	Latn	Ese	Trans-New Guinea	mcq_Latn	229,426	280	427.64KB
vun	Latn	Vunjo	Niger-Congo	vun_Latn	216,424	270	425.17KB
mwv	Latn	Mentawai	Austronesian	mwv_Latn	205,962	329	423.59KB
mtp	Latn	Wichí Lhamtés Nocten	Matacoan	mtp_Latn	261,522	232	421.65KB
kbr	Latn	Kafa	Afro-Asiatic	kbr_Latn	186,594	304	420.95KB
cax	Latn	Chiquitano	Language isolate	cax_Latn	186,547	286	420.50KB
muh	Latn	Mündü	Niger-Congo	muh_Latn	364,915	198	420.28KB
zne	Latn	Zande (individual language)	Niger-Congo	zne_Latn	219,916	520	416.27KB
agm	Latn	Angaataha	Trans-New Guinea	agm_Latn	181,764	145	416.05KB
cni	Latn	Asháninka	Maipurean	cni_Latn	153,017	283	415.25KB
qvw	Latn	Huaylla Wanca Quechua	Quechuan	qvw_Latn	137,256	282	414.70KB
yon	Latn	Yongkom	Trans-New Guinea	yon_Latn	280,772	261	413.54KB
bas	Latn	Basa (Cameroon)	Niger-Congo	bas_Latn	267,737	300	412.11KB
sny	Latn	Saniyo-Hiyewe	Sepik	sny_Latn	314,568	838	411.92KB
kto	Latn	Kuot	Language isolate	kto_Latn	293,921	280	410.67KB
rej	Latn	Rejang	Austronesian	rej_Latn	240,619	232	410.45KB
yom	Latn	Yombe	Niger-Congo	yom_Latn	185,440	497	409.39KB
lsm	Latn	Saamia	Niger-Congo	lsm_Latn	176,637	260	409.33KB
gcr	Latn	Guianese Creole French	Creole	gcr_Latn	173,944	882	409.08KB
opm	Latn	Oksapmin	Trans-New Guinea	opm_Latn	239,954	203	408.80KB
bpr	Latn	Koronadal Blaan	Austronesian	bpr_Latn	262,671	352	408.79KB
gog	Latn	Gogo	Niger-Congo	gog_Latn	201,509	283	408.68KB
kxc	Ethi	Konso	Afro-Asiatic	kxc_Ethi	142,146	251	408.40KB
sim	Latn	Mende (Papua New Guinea)	Sepik	sim_Latn	275,522	280	407.36KB
zia	Latn	Zia	Trans-New Guinea	zia_Latn	304,398	250	406.09KB
kkc	Latn	Odoodee	Trans-New Guinea	kkc_Latn	274,665	546	405.87KB
lef	Latn	Lelemi	Niger-Congo	lef_Latn	225,802	296	405.55KB
usp	Latn	Uspanteco	Mayan	usp_Latn	236,062	228	405.43KB
dah	Latn	Gwahatike	Trans-New Guinea	dah_Latn	304,510	216	405.35KB
mxp	Latn	Tlahuitoltepec Mixe	Mixe-Zoquean	mxp_Latn	168,893	297	404.76KB
mxb	Latn	Tezoatlán Mixtec	Otomanguean	mxb_Latn	241,767	598	402.28KB
sue	Latn	Suena	Trans-New Guinea	sue_Latn	259,713	389	401.34KB
isd	Latn	Isnag	Austronesian	isd_Latn	247,946	408	400.37KB
nnb	Latn	Nande	Niger-Congo	nnb_Latn	156,731	269	399.57KB
qvz	Latn	Northern Pastaza Quichua	Quechuan	qvz_Latn	165,495	242	398.77KB
ksr	Latn	Borong	Trans-New Guinea	ksr_Latn	227,016	201	398.27KB
bzh	Latn	Mapos Buang	Austronesian	bzh_Latn	304,163	241	398.27KB
kpz	Latn	Kupsabiny	Nilo-Saharan	kpz_Latn	188,917	271	396.89KB
suk	Latn	Sukuma	Niger-Congo	suk_Latn	191,119	287	395.56KB
blz	Latn	Balantak	Austronesian	blz_Latn	253,064	272	394.31KB
uvh	Latn	Uri	Trans-New Guinea	uvh_Latn	268,542	169	393.92KB
soq	Latn	Kanasi	Trans-New Guinea	soq_Latn	218,038	294	393.18KB
cce	Latn	Chopi	Niger-Congo	cce_Latn	215,866	284	392.10KB
bud	Latn	Ntcham	Niger-Congo	bud_Latn	218,447	240	390.78KB
tnn	Latn	North Tanna	Austronesian	tnn_Latn	258,612	216	389.44KB
vmy	Latn	Ayautla Mazatec	Otomanguean	vmy_Latn	200,423	365	388.87KB
ztq	Latn	Quioquitani-Quierí Zapotec	Otomanguean	ztq_Latn	224,460	413	388.80KB
csy	Latn	Siyin Chin	Sino-Tibetan	csy_Latn	234,472	294	386.80KB
rav	Deva	Sampang	Sino-Tibetan	rav_Deva	108,598	169	386.04KB
kqn	Latn	Kaonde	Niger-Congo	kqn_Latn	185,281	339	384.67KB
cya	Latn	Nopala Chatino	Otomanguean	cya_Latn	337,055	275	384.62KB
pah	Latn	Tenharim	Tupian	pah_Latn	201,041	396	382.63KB
kki	Latn	Kagulu	Niger-Congo	kki_Latn	159,683	308	382.16KB
kze	Latn	Kosena	Trans-New Guinea	kze_Latn	189,683	207	381.10KB
rmn	Cyrl	Balkan Romani	Indo-European	rmn_Cyrl	137,693	412	380.99KB
byx	Latn	Qaqet	East New Britain	byx_Latn	327,234	233	380.97KB
amm	Latn	Ama (Papua New Guinea)	Arai (Left May)	amm_Latn	283,745	225	377.81KB
rme	Latn	Angloromani	Mixed language	rme_Latn	201,920	814	377.69KB
kmu	Latn	Kanite	Trans-New Guinea	kmu_Latn	209,560	195	377.36KB
sbl	Latn	Botolan Sambal	Austronesian	sbl_Latn	246,404	229	375.66KB
tuk	Arab	Turkmen	Turkic	tuk_Arab	114,885	457	375.21KB
ziw	Latn	Zigula	Niger-Congo	ziw_Latn	165,482	281	375.19KB
akp	Latn	Siwu	Niger-Congo	akp_Latn	202,685	381	375.03KB
tif	Latn	Tifal	Trans-New Guinea	tif_Latn	259,968	117	374.47KB
lia	Latn	West-Central Limba	Niger-Congo	lia_Latn	222,414	216	373.81KB
knf	Latn	Mankanya	Niger-Congo	knf_Latn	186,186	311	373.79KB
sur	Latn	Mwaghavul	Afro-Asiatic	sur_Latn	254,069	292	373.39KB
nyo	Latn	Nyoro	Niger-Congo	nyo_Latn	141,119	249	372.27KB
atb	Latn	Zaiwa	Sino-Tibetan	atb_Latn	187,959	313	372.26KB
jiv	Latn	Shuar	Jivaroan	jiv_Latn	153,605	240	370.74KB
zpv	Latn	Chichicapan Zapotec	Otomanguean	zpv_Latn	200,732	200	370.20KB
mkn	Latn	Kupang Malay	Creole	mkn_Latn	231,729	226	370.18KB
tpt	Latn	Tlachichilco Tepehua	Totonacan	tpt_Latn	170,197	274	369.58KB
aji	Latn	Ajië	Austronesian	aji_Latn	254,010	418	367.30KB
aly	Latn	Alyawarr	Australian	aly_Latn	234,342	204	367.03KB
myw	Latn	Muyuw	Austronesian	myw_Latn	222,776	257	366.86KB
mil	Latn	Peñoles Mixtec	Otomanguean	mil_Latn	196,922	272	366.81KB
lue	Latn	Luvale	Niger-Congo	lue_Latn	148,423	230	366.10KB
mva	Latn	Manam	Austronesian	mva_Latn	257,953	203	365.96KB
nho	Latn	Takuu	Austronesian	nho_Latn	280,366	308	365.21KB
sbe	Latn	Saliba	Austronesian	sbe_Latn	209,139	321	364.79KB
mzw	Latn	Deg	Niger-Congo	mzw_Latn	231,667	483	364.05KB
meq	Latn	Merey	Afro-Asiatic	meq_Latn	263,958	218	363.73KB
spp	Latn	Supyire Senoufo	Niger-Congo	spp_Latn	219,796	319	363.24KB
gaw	Latn	Nobonob	Trans-New Guinea	gaw_Latn	242,041	207	359.04KB
cle	Latn	Lealao Chinantec	Otomanguean	cle_Latn	153,941	261	358.08KB
crm	Cans	Moose Cree	Algic	crm_Cans	124,260	180	357.44KB
sgb	Latn	Mag-antsi Ayta	Austronesian	sgb_Latn	220,131	353	356.83KB
lac	Latn	Lacandon	Mayan	lac_Latn	271,141	178	354.79KB
alq	Latn	Algonquin	Algic	alq_Latn	180,171	284	354.64KB
nop	Latn	Numanggang	Trans-New Guinea	nop_Latn	187,910	212	353.94KB
izr	Latn	Izere	Niger-Congo	izr_Latn	229,997	484	353.59KB
snp	Latn	Siane	Trans-New Guinea	snp_Latn	242,992	201	352.64KB
cui	Latn	Cuiba	Guajiboan	cui_Latn	181,420	755	351.88KB
buk	Latn	Bugawac	Austronesian	buk_Latn	265,872	226	351.58KB
tby	Latn	Tabaru	West Papuan	tby_Latn	240,968	207	351.49KB
chr	Cher	Cherokee	Iroquoian	chr_Cher	127,206	71	350.31KB
wim	Latn	Wik-Mungkan	Australian	wim_Latn	217,940	176	349.06KB
cpy	Latn	South Ucayali Ashéninka	Maipurean	cpy_Latn	179,594	246	348.19KB
nab	Latn	Southern Nambikuára	Nambikwara	nab_Latn	86,288	142	347.65KB
yuw	Latn	Yau (Morobe Province)	Trans-New Guinea	yuw_Latn	208,647	186	345.31KB
tkr	Cyrl	Tsakhur	Nakh-Daghestanian	tkr_Cyrl	101,357	159	345.04KB
kij	Latn	Kilivila	Austronesian	kij_Latn	163,120	222	344.85KB
kca	Cyrl	Khanty	Uralic	kca_Cyrl	122,271	218	344.54KB
esu	Latn	Central Yupik	Eskimo-Aleut	esu_Latn	132,182	256	343.46KB
yao	Latn	Yao	Niger-Congo	yao_Latn	148,071	151	341.36KB
knk	Latn	Kuranko	Niger-Congo	knk_Latn	232,494	275	341.18KB
cbv	Latn	Cacua	Puinavean	cbv_Latn	201,076	378	340.93KB
biv	Latn	Southern Birifor	Niger-Congo	biv_Latn	222,917	384	340.72KB
fal	Latn	South Fali	Niger-Congo	fal_Latn	209,952	380	340.66KB
gor	Latn	Gorontalo	Austronesian	gor_Latn	179,211	378	339.36KB
mau	Latn	Huautla Mazatec	Otomanguean	mau_Latn	143,662	267	338.83KB
kyz	Latn	Kayabí	Tupian	kyz_Latn	243,702	231	338.82KB
heg	Latn	Helong	Austronesian	heg_Latn	244,647	185	338.20KB
mhl	Latn	Mauwake	Trans-New Guinea	mhl_Latn	250,034	204	338.15KB
ifb	Latn	Batad Ifugao	Austronesian	ifb_Latn	181,982	205	335.83KB
kpw	Latn	Kobon	Trans-New Guinea	kpw_Latn	269,701	195	335.11KB
wos	Latn	Hanga Hundi	Sepik	wos_Latn	233,153	176	335.01KB
zpc	Latn	Choapan Zapotec	Otomanguean	zpc_Latn	172,678	178	334.90KB
sdc	Latn	Sassarese Sardinian	Indo-European	sdc_Latn	261,244	445	334.87KB
ckt	Cyrl	Chukot	Chukotko-Kamchatkan	ckt_Cyrl	90,566	108	334.51KB
gun	Latn	Mbyá Guaraní	Tupian	gun_Latn	186,051	252	334.15KB
nwi	Latn	Southwest Tanna	Austronesian	nwi_Latn	213,771	178	332.19KB
dgi	Latn	Northern Dagara	Niger-Congo	dgi_Latn	222,049	423	330.73KB
xrb	Latn	Eastern Karaboro	Niger-Congo	xrb_Latn	229,289	435	330.56KB
tte	Latn	Bwanabwana	Austronesian	tte_Latn	172,995	183	330.00KB
alp	Latn	Alune	Austronesian	alp_Latn	192,582	650	329.62KB
khz	Latn	Keapara	Austronesian	khz_Latn	225,404	212	329.02KB
mhx	Latn	Maru	Sino-Tibetan	mhx_Latn	366,674	32	328.01KB
mmo	Latn	Mangga Buang	Austronesian	mmo_Latn	214,743	380	326.55KB
mmx	Latn	Madak	Austronesian	mmx_Latn	227,400	237	325.55KB
sat	Latn	Santali	Austro-Asiatic	sat_Latn	116,189	308	325.41KB
